round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neuron,last_activation,optimizer
2000,53.0034808510779,0.0,1.0,53.86131831702436,0.0,1.0,500,0,2000,16,1,16,sigmoid,Adam
2000,53.00348292151487,0.0,1.0,53.861317711766034,0.0,1.0,500,0,2000,16,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131641926916,0.0,1.0,500,0,2000,16,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131784258556,0.0,1.0,500,0,2000,16,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131717802239,0.0,1.0,500,0,2000,16,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131530643109,0.0,1.0,500,0,2000,16,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131662160335,0.0,1.0,500,0,2000,16,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131638961673,0.0,1.0,500,0,2000,16,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861317804211836,0.0,1.0,500,0,2000,16,4,64,sigmoid,Adam
2000,53.00348379364502,0.0,1.0,53.861319726386675,0.0,1.0,500,0,2000,32,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131522619512,0.0,1.0,500,0,2000,32,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131787921503,0.0,1.0,500,0,2000,32,1,64,sigmoid,Adam
2000,53.0034808510779,0.0,1.0,53.86131608262692,0.0,1.0,500,0,2000,32,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131444825502,0.0,1.0,500,0,2000,32,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131409940297,0.0,1.0,500,0,2000,32,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131755827113,0.0,1.0,500,0,2000,32,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131708383233,0.0,1.0,500,0,2000,32,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131534829334,0.0,1.0,500,0,2000,32,4,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861318044919756,0.0,1.0,500,0,2000,64,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861316377406915,0.0,1.0,500,0,2000,64,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861315435506356,0.0,1.0,500,0,2000,64,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131693382595,0.0,1.0,500,0,2000,64,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131841993572,0.0,1.0,500,0,2000,64,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131713964866,0.0,1.0,500,0,2000,64,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131823329987,0.0,1.0,500,0,2000,64,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131638263969,0.0,1.0,500,0,2000,64,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861314917461044,0.0,1.0,500,0,2000,64,4,64,sigmoid,Adam
2000,53.00348172320805,0.0,1.0,53.861315981459825,0.0,1.0,500,0,2000,128,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131453197952,0.0,1.0,500,0,2000,128,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131635298727,0.0,1.0,500,0,2000,128,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861315353526116,0.0,1.0,500,0,2000,128,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131667741968,0.0,1.0,500,0,2000,128,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131850191595,0.0,1.0,500,0,2000,128,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131583843048,0.0,1.0,500,0,2000,128,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131624135461,0.0,1.0,500,0,2000,128,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131799259194,0.0,1.0,500,0,2000,128,4,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86614245086377,0.0,1.0,500,0.25,2000,16,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86132606154007,0.0,1.0,500,0.25,2000,16,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131691115056,0.0,1.0,500,0.25,2000,16,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131610530231,0.0,1.0,500,0.25,2000,16,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131642101342,0.0,1.0,500,0.25,2000,16,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131729663209,0.0,1.0,500,0.25,2000,16,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131979790135,0.0,1.0,500,0.25,2000,16,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861315522719366,0.0,1.0,500,0.25,2000,16,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131615588585,0.0,1.0,500,0.25,2000,16,4,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861315111073935,0.0,1.0,500,0.25,2000,32,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131619425958,0.0,1.0,500,0.25,2000,32,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131591343367,0.0,1.0,500,0.25,2000,32,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131820190318,0.0,1.0,500,0.25,2000,32,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861316134954734,0.0,1.0,500,0.25,2000,32,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131549655546,0.0,1.0,500,0.25,2000,32,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131814085407,0.0,1.0,500,0.25,2000,32,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861316658232816,0.0,1.0,500,0.25,2000,32,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131435232071,0.0,1.0,500,0.25,2000,32,4,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131548085712,0.0,1.0,500,0.25,2000,64,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861320772942854,0.0,1.0,500,0.25,2000,64,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131732454025,0.0,1.0,500,0.25,2000,64,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131940369852,0.0,1.0,500,0.25,2000,64,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861314643612175,0.0,1.0,500,0.25,2000,64,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131584715178,0.0,1.0,500,0.25,2000,64,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131538143428,0.0,1.0,500,0.25,2000,64,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861316851845714,0.0,1.0,500,0.25,2000,64,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861315538417706,0.0,1.0,500,0.25,2000,64,4,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861316450665846,0.0,1.0,500,0.25,2000,128,1,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861320017678146,0.0,1.0,500,0.25,2000,128,1,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861317512920365,0.0,1.0,500,0.25,2000,128,1,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131683265885,0.0,1.0,500,0.25,2000,128,2,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.861317600133376,0.0,1.0,500,0.25,2000,128,2,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131650997069,0.0,1.0,500,0.25,2000,128,2,64,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131649252809,0.0,1.0,500,0.25,2000,128,4,16,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131735593694,0.0,1.0,500,0.25,2000,128,4,32,sigmoid,Adam
2000,53.00347997894775,0.0,1.0,53.86131630065946,0.0,1.0,500,0.25,2000,128,4,64,sigmoid,Adam
